Vote,Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,AVG_lottary_expanses,Avg_monthly_expense_on_pets_or_plants,Looking_at_poles_results,Avg_environmental_importance,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Yearly_IncomeK,Overall_happiness_score,Garden_sqr_meter_per_person_in_residancy_area,Avg_Residancy_Altitude,Yearly_ExpensesK,%Time_invested_in_work,Avg_government_satisfaction,Avg_Satisfaction_with_previous_vote,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_size_per_room,Weighted_education_rank,%_satisfaction_financial_policy,Avg_monthly_income_all_years,Last_school_grades,Age_group,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Avg_education_importance,Num_of_kids_born_last_10_years,Financial_agenda_matters,Issue_Education,Issue_Environment,Issue_Financial,Issue_Foreign_Affairs,Issue_Healthcare,Issue_Military,Issue_Other,Issue_Social,trans_Car,trans_Foot_or_bicycle,trans_Motorcycle_or_truck,trans_Public_or_other,Occ_Hightech,Occ_Industry_or_other,Occ_Public_Sector,Occ_Services_or_Retail,Occ_Student_or_Unemployed
Greys,1.0,344.80303166651004,45068.800443856904,114.93434388883699,0.0,392.12648646993597,1.0,1.0,-1.0,0.613765198271722,0.875066982815042,376.215240219608,5.0171884242445195,35.3695445228368,4.928,7072.0,74.0643343888223,615.431289511989,5152.12744372334,67060.5534733846,0.0,153763.18139125698,24.8078876471172,158.68122619998698,9.308860870078211,13334.8377490462,40.0,2.0,4.0,835.707331869449,9.0,485.21304532333,0.0,1.0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
Khakis,10.0,293.722360071003,19458.3532712603,97.90745335700109,1.0,198.742308211297,1.0,-1.0,-1.0,0.883596355095506,0.9884282732382421,674.641964258626,8.799953646957869,62.718483246862895,7.9110000000000005,8089.0,35.9526975080371,369.76648040581495,2726.9560429246,33763.856269678,0.0,39498.5050731543,21.25165219196316,569.197413002299,23.9686087705195,9693.77687621035,90.0,2.0,2.0,370.14055443898695,11.0,34.952982505247995,1.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Browns,3.0,28.249018216921897,4736.305433706229,9.41633940564065,1.0,502.987969068856,0.0,-1.0,1.0,0.856470359489322,0.741417853627354,918.9501474611459,8.33979247836396,64.0762853436172,1.915,8085.0,88.16227309871459,484.421340370794,5998.72237143015,58553.8679400587,-1.0,252996.89702801302,22.009573834374798,19.2450193673192,85.1870329119265,108.08378720786101,70.0,1.0,1.9496402877697843,730.829421419397,7.0,489.102836357593,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
Oranges,8.0,78.43905019679141,11165.0347753279,26.1463500655971,0.0,427.02077908834394,1.0,-1.0,1.0,0.40236776228994103,0.643285559490323,969.6756678167731,8.97971413796768,35.3953103302047,4.03,7970.0,85.7101661618799,448.94663683555,5168.10106455454,48052.1917708687,-1.0,182346.745773216,21.188360881284602,301.41114320896304,76.2314739637077,719.777971818348,50.0,1.0,1.0,552.778128876545,11.0,212.048155631431,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
Turquoises,5.0,32.7986196027926,6665.31018560191,10.932873200930901,1.0,609.657686785795,0.0,1.0,-1.0,0.0441930016968399,0.4140275912359361,493.92665689811093,4.79621806880459,31.430924125015697,9.724,6276.0,9.44720907136798,998.375102066145,8093.32707199024,106737.377047739,-1.0,371682.495057006,31.5970742643389,554.726795473741,38.1331669166684,140.460589628563,80.0,0.0,2.0,1318.2683215617699,13.0,717.529922047322,3.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
Greens,8.0,560.165071133561,51380.7502608358,186.721690377854,0.0,275.172906569455,1.0,-1.0,1.0,0.5406229777727279,0.852655885042623,466.536578023806,2.5057314685545897,83.9785702060908,1.774,8226.0,5.01376411411911,486.25484395037904,3724.2387535953003,58261.3574272213,-1.0,75720.12850988179,22.496847566513445,264.36465612487,3.94722297787666,35061.7113479409,60.0,0.0,2.0,784.342965419032,12.0,638.392630413491,0.0,1.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Khakis,4.0,554.936483579125,26702.49830469,184.978827859708,0.0,144.354349163363,1.0,1.0,-1.0,0.145070969127119,0.35575254028663,672.996144276112,3.02597224945202,42.3716716701165,10.814,5186.0,27.5269727222621,397.820477141067,2239.18444591577,34395.1719596312,-1.0,20838.1781223782,19.945437501871602,618.0028628688871,38.371658278629205,34412.1455842113,60.0,1.0,2.0,374.98494809478797,8.0,5.02216750298227,0.0,1.0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Purples,10.0,197.414971834676,31221.151027557204,65.8049906115588,1.0,474.44959322086896,1.0,1.0,1.0,0.7826277425047009,0.27804103866219504,169.997243909165,1.7588753742165901,31.4803211949766,1.043,8957.0,98.1729612220079,369.153809693278,5482.803551595251,50081.2370205576,1.0,225102.416507448,19.213375801594,140.004488790791,69.4632952800021,4406.1017799989,100.0,1.0,3.0,651.05923935779,15.0,542.751702623505,3.0,1.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Pinks,8.0,408.355162041125,31266.2590227532,136.11838734704202,0.0,229.699011515895,1.0,-1.0,1.0,0.9677940695546571,0.837118410039693,763.0584158468989,9.89091494120657,22.2281395457685,5.867999999999999,4132.0,37.8891872707754,361.187965520982,3019.36604620091,41673.3754791254,1.0,52761.635891379294,19.0049458173651,324.611304038591,0.4533905768767,18674.333761306298,100.0,1.0,2.0,540.940266678662,11.0,385.802393116378,1.0,1.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Khakis,5.0,221.837034272182,63390.866381867,73.9456780907273,1.0,857.262628710903,0.0,-1.0,-1.0,0.915623621549457,0.9469457669183609,959.274317137897,9.9785832199268,81.0216144658625,8.631,7369.0,97.26690270472321,674.804725917056,9922.235738943142,90446.6353259629,-1.0,734899.2145843271,25.9770037902191,601.842249035224,16.3020063657314,5551.90898638819,80.33310673011557,1.0,3.0,1168.89383281629,13.0,951.6866332397,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
Purples,5.0,367.76481653986997,50803.999061042996,122.588272179957,1.0,414.42789067508903,1.0,-1.0,-1.0,0.530011774972081,0.46060756035149103,832.6887500006709,2.9062682040967,12.7681623212993,3.085,6915.0,48.1189860031009,489.82043451624804,5123.91977578338,57243.0307968258,0.0,171750.47656940302,22.131887278681102,88.7477451895688,36.183904320932896,15160.472748247099,70.0,2.0,2.0,721.675134350598,10.0,478.787908436931,1.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
Khakis,8.0,486.08127585772104,7975.46414634038,162.027091952574,1.0,49.2230283851225,1.0,-1.0,-1.0,0.616496400674805,0.0498538878746331,497.649702243507,1.7666562693193602,26.5193775296211,7.3229999999999995,8677.0,89.67693415470421,467.70122007001197,1427.63272399125,46093.0740002008,1.0,2422.9065234025697,21.6264009966987,479.12735880406797,92.77063182089479,26424.805618560298,90.0,1.0,4.0,596.292203337453,11.0,340.87760487186,0.0,1.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Turquoises,8.0,63.863121956557706,12688.7614141184,21.2877073188526,0.0,596.060497453436,0.0,1.0,-1.0,0.961728557711467,0.35969329159706803,347.184953745455,3.2210005121305603,16.1636081989855,11.759,4241.0,56.891574175097,684.323723291389,7329.252421117141,86877.7177351088,1.0,355288.116624438,26.1595818638485,501.564529595132,71.9809504924342,484.45419021198194,60.0,1.0,0.0,1153.7319966878,8.0,956.469191960403,3.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Khakis,8.0,81.19310294034341,25695.4847538954,135.32846764674244,1.0,949.421212763914,0.0,1.0,-1.0,0.6681013014167551,0.121880766702816,833.097805036232,7.172469010110941,55.1803082227707,8.654,7346.0,46.4741863077506,868.3261452242731,11230.8644180877,106394.714897458,0.0,901400.6392461009,29.467374250589,707.6265478260741,89.1275292960927,769.544363766915,100.0,1.0,0.0,1328.3587533375699,15.0,903.846202718669,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Greens,7.0,640.252182719115,55670.2051511465,213.417394239705,0.0,260.851301973161,1.0,1.0,1.0,0.17033323342911902,0.469928074628115,162.179071689025,0.9787076921202241,83.8926877360791,3.592,6408.0,36.744724144227796,505.3319818882,3619.1769835080104,59157.4243674689,0.0,68043.4017410933,22.479590340755802,261.4827129943832,81.235369015485,45770.4015583054,60.0,1.0,2.0,791.675080915591,12.0,621.5823340377909,0.0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Pinks,1.0,307.93530198703,73432.8723676222,102.64510066234301,0.0,715.4055273342641,0.0,-1.0,1.0,0.00836269883438945,0.659416711190715,304.96592936106003,7.5836370815522995,24.907068791799198,2.375,7625.0,73.18733895663169,663.279315675573,8480.613904693779,76511.3248240275,0.0,511805.068540416,25.754209669014802,270.45400887257006,71.4113656897098,10648.6617906449,60.0,2.0,3.0,913.863363043599,5.0,490.74285240431396,3.0,1.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Browns,6.0,259.451595183404,45165.525958517195,86.4838650611348,1.0,522.242223177584,0.0,-1.0,-1.0,0.5268572757486251,0.596904356265441,91.35956550017,0.5317091150209311,43.383755045943005,4.515,5485.0,43.5425180243328,455.52821772592,6133.47866722768,55616.1695291259,0.0,272736.939669465,21.3431070307469,72.2058664671422,73.1958127347752,7575.9427809737,100.0,2.0,1.9496402877697843,686.021233858769,9.0,447.643231175366,0.0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Reds,4.0,748.227319358937,97078.8768069487,249.40910645297902,1.0,389.23549419496004,1.0,1.0,1.0,0.49271288630552595,0.647307410137728,807.737376075238,1.90893883351237,50.53520176190672,2.944,6657.059620596206,47.375740483403206,482.789189159214,4857.93332026803,58819.3038926354,1.0,151504.269941195,21.972464339696003,144.003039713223,63.981186947785304,62464.3114881264,50.0,1.0,0.0,768.633066588528,11.0,590.39849385148,0.0,1.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
Oranges,7.0,154.124414279926,11492.279875861599,51.3748047599754,1.0,223.69486228811698,1.0,1.0,1.0,0.37835920788347704,0.5009344778954979,896.58623910509,5.5721117486245895,68.6345011461526,5.694,6306.0,67.4876532051712,617.905770238163,3472.7601633575,64590.8207023342,0.0,50039.3914140996,24.8577104786053,300.475865245868,54.439663654193296,2700.74536888557,50.0,2.0,1.0,825.3443843210539,9.0,493.719409755791,0.0,1.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
Purples,2.0,198.53080576577202,26281.7440612329,66.1769352552575,0.0,397.143566105911,1.0,-1.0,-1.0,0.26112124766223105,0.23169712303206302,270.082479575649,1.9726807763799998,82.04126071650529,5.435,4565.0,31.950137391686397,420.381315249699,4812.1982915584995,53246.485256066604,0.0,157723.01209932,20.5032025608123,142.96282338783502,53.2665853854269,4455.5636950338,80.0,0.0,2.0,697.721440602498,14.0,559.327800534356,1.0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
Reds,4.0,164.294970533423,31987.651533943197,54.7649901778076,0.0,584.089423372261,0.0,-1.0,1.0,0.5994549971073871,0.170136808417737,313.286191318184,9.29672526195645,3.7254519294947404,8.151,3849.0,0.6224128650501372,477.86599889877704,6796.62623152016,59450.827105199896,0.0,341160.45449534,21.8601463604153,108.028698980396,64.364895503968,3063.9691393531702,50.0,2.0,3.0,770.540075603295,8.0,564.1034685143389,1.0,0.0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
Purples,5.0,261.817272754554,32206.361539972,87.2724242515179,1.0,369.032507303266,1.0,-1.0,1.0,0.0555951537098736,0.340747650479898,501.96258048526903,3.77191343111917,53.2792821060866,4.946000000000001,6560.878341516639,36.2482616212219,470.747373730829,4631.81982049432,56214.8742470546,1.0,136184.991446535,21.696713431550602,138.429824223469,45.57214800734071,7713.74845898845,100.0,2.0,1.0,727.565707184438,14.0,533.9796401927321,1.0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Violets,10.0,428.03965341892405,30745.0480963248,142.679884472975,0.4840764331210191,215.482709492579,1.0,1.0,1.0,0.055896665668115,0.617314476519823,989.6606074180451,6.5113147092051795,42.500348715111606,11.887,4113.0,33.9677485404536,138.274343418454,2431.3757817626997,20873.1968684029,0.0,46432.7980902634,11.759011158190699,515.695577780719,40.8056100364774,20510.2293176944,100.0,0.0,3.0,279.648295972666,15.0,267.30623189359903,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Khakis,3.0,612.934833645294,14154.826514035802,204.311611215098,0.0,69.2805779850354,1.0,1.0,-1.0,0.64908673800528,0.129312477307394,555.0412603188311,4.42856049630791,91.2454762030393,8.85,7150.0,93.4125769650564,119.456381071359,931.7185419930721,12791.0923989661,1.0,4799.79848594057,10.9296102890889,706.330781525921,32.411445514299004,41957.546088524505,60.0,1.0,1.0,159.15210701298201,10.0,89.42661250051029,1.0,1.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Oranges,4.0,466.074625577273,46465.1123134095,155.358208525758,0.0,299.08372885045,1.0,1.0,1.0,0.49327146960422397,0.334572234191,285.250735236332,5.55486998520792,44.7908333968371,8.993,3007.0,13.354768534191,343.189232096649,3677.2157526978003,48339.7871744262,0.0,89451.07686308981,18.525367259427,316.090758201063,75.3057179041207,24301.5311648586,30.0,2.0,3.0,682.2618386467379,8.0,686.966313749417,1.0,1.0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
Khakis,7.0,437.03721657125396,50561.4107402054,145.679072190418,0.0,347.073948096789,1.0,1.0,-1.0,0.481980310054496,0.6899123848415911,300.309927668422,6.42696226248518,79.7952931141481,6.564,9436.0,80.1247513387352,396.081972401589,4262.903425771071,39339.530760800095,0.0,120460.325447492,19.901808269642,462.371608637257,49.0875672549009,21378.0711464514,90.0,2.0,3.0,429.283688471708,14.0,76.20503700119691,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Violets,10.0,335.435556751499,108233.654739081,111.8118522505,0.0,967.998048155018,0.0,-1.0,-1.0,0.357732953969389,0.770796573255211,345.044209854677,8.70674144476652,94.7361281374469,10.414000000000001,5586.0,67.5531926099211,959.9146118935181,11599.8097053372,109272.187135512,-1.0,937020.221231924,30.982488794374103,684.9938533868401,50.83506469200547,12623.702155938101,100.0,0.0,3.0,1309.05015911521,12.212903225806452,696.6544071910901,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Violets,9.0,378.69516500887903,34129.2014386988,126.23172166962601,1.0,270.369452204904,1.0,-1.0,1.0,0.274082746123895,0.358523136004806,230.268369661644,4.895277584150952,7.89980234112591,9.737,6263.0,11.4855980034918,167.733851019198,3039.16222408743,29051.9409347895,1.0,73099.6406855797,12.9512104074947,602.3509218091307,86.61987017840151,16070.679277347701,90.0,1.0,1.0,417.93115387190596,13.0,479.86748546827596,0.0,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Greens,10.0,574.2774184043,51290.520957397595,191.425806134767,0.0,267.939427776463,1.0,-1.0,-1.0,0.944252555025741,0.41024649981409295,411.409901222214,7.10486869094893,95.8401754265651,1.7930000000000001,8207.0,43.723380216397295,484.349642592314,3648.09356294926,58018.1589079482,-1.0,71791.5369571785,22.0079449879427,261.4827129943832,63.0254714982584,36845.265060480095,70.0,1.0,1.0,782.604647814276,11.0,639.7920534070951,0.0,0.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
Reds,9.0,100.693997058062,21942.660416246697,33.564665686020696,1.0,653.7428562974051,0.0,-1.0,-1.0,0.650183910736814,0.0704269041307271,450.184269808233,9.15770144201815,35.788956680335104,5.2,6800.0,78.10361161828041,435.81029410519403,7409.049151184441,59450.827105199896,-1.0,427379.722159889,21.4850512096367,170.45486251594602,50.981407357452596,1170.15144830036,40.0,1.0,3.0,725.615185105744,9.0,536.023269562659,0.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Purples,7.0,397.48969044339,59876.6978142887,132.49656348113,1.0,451.911326913896,1.0,1.0,-1.0,0.960345990024507,0.674490353325382,476.271793711931,5.89294919511303,51.49210044182839,5.642,4358.0,35.5604780837893,459.75859715468806,5438.6304634483395,58153.662919209295,0.0,204223.847393078,21.441982118141198,114.027359695434,98.4696849016473,17697.8358977902,80.0,1.0,1.0,756.5930568544791,12.055404671374253,595.2383734477401,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
Violets,9.0,104.664908394357,4978.643105304311,34.8883027981192,1.0,142.702358842538,1.0,1.0,-1.0,0.0243127013090998,0.7480787043459709,796.5882411226629,0.6802984629757701,82.29611977003509,11.508,4492.0,19.1642172634602,127.451790504428,1681.92716943423,17482.3239004695,0.0,20363.9632192243,11.289454836458098,591.432932345512,81.46767669823019,1262.08197493137,80.0,2.0,6.0,234.63425081198102,12.0,211.314806947485,2.0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
Purples,10.0,76.3671951912247,10380.580022375601,25.4557317304082,1.0,407.789496381887,1.0,-1.0,1.0,0.7993876915425059,0.514392066281289,900.729143759236,3.0272593256086098,69.8564011603594,6.2410000000000005,3759.0,85.62345334794371,455.237066531154,4988.36909688118,54977.966960580496,1.0,166292.273359393,21.3362852092663,102.648845871396,90.73608103208241,683.4500096609211,80.0,2.0,3.0,703.2440529857091,11.0,505.503486938962,2.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
Greens,9.0,60.1368352514022,5203.38225610705,20.045611750467398,0.0,259.57712445397004,1.0,1.0,-1.0,0.9600721977185459,0.657994793495163,768.623398384079,3.2202384737320204,79.573453287594,6.6370000000000005,6502.5939849624065,71.0469913668931,483.31018575537,3562.39161605045,57179.7821864837,1.0,67380.2835397921,21.984316813478,266.236250374897,10.733661707490699,431.87216220094496,70.0,1.0,0.0,767.505492893418,11.0,613.137226536374,0.0,1.0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
Violets,6.0,780.061761218168,200252.194067158,260.020587072723,0.0,770.1397659376539,0.0,-1.0,1.0,0.48751842696219705,0.8971902723424141,208.84441933594601,4.895277584150952,13.7878604466096,8.782,7218.0,64.1403441783041,762.627904224874,9226.65346782629,88860.0666479675,-1.0,593115.2590785039,27.615718426738,402.501646678764,70.1640657149255,67880.7262887161,80.0,0.0,2.0,1084.1934010274001,10.0,641.628621262498,1.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
Purples,5.0,261.76086625776696,35931.0227026323,87.25362208592252,0.0,411.799783706967,1.0,-1.0,-1.0,0.19059528294019398,0.3787843508180229,27.8469379991293,1.80701824603602,67.9825362050906,1.589,8411.0,78.4057238604873,408.901436087033,4935.80070924373,49806.1470368253,1.0,171179.2224825671,20.2213114334119,140.776973007415,64.2423279117793,7710.4481891989,60.0,1.0,1.0,628.6137888239,9.0,438.845035949747,0.0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Khakis,5.0,138.112145928333,13930.7892914005,46.0373819761111,1.0,302.597339236823,1.0,-1.0,1.0,0.242417531553656,0.6297593202907591,839.138786774129,2.22092515556142,10.803971160203199,9.843,6157.0,45.992954820394495,474.885304225609,3975.74400081945,51146.7121464158,0.0,91565.149713205,21.7918632573171,250.20084098616903,3.57638152781874,2175.47792119047,100.0,0.0,0.0,631.824617321103,12.0,348.33621918874496,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Oranges,8.0,539.003413955988,79936.1167098563,179.667804651996,0.0,444.910633069108,1.0,-1.0,-1.0,0.55971720837988,0.184157096780837,258.39437241666,1.15300613688305,71.8013204168528,7.274,4726.0,68.70984255801889,323.906656564306,5096.91964381969,43720.76757668,1.0,197945.471417954,17.9974069400096,192.411623511962,71.31801226641979,32470.1878331197,50.0,1.0,1.0,558.719103983497,8.015873015873016,445.424099537422,0.0,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
Purples,2.0,283.12119729493304,40316.7231831228,94.37373243164421,0.0,427.20280468216697,1.0,1.0,1.0,0.232641264796257,0.871353999478742,507.89713766425797,1.5910058305598798,14.4479977432638,4.478,5522.0,41.9865812640637,417.810043118818,5107.648133059311,52321.8338838335,1.0,182502.23632831,20.4404022249764,109.94935116903,4.31283114012331,9010.77510551122,60.0,0.0,1.0,671.675031334527,8.0,505.851424118748,1.0,1.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Greens,5.0,571.8301387335459,54554.795543454005,190.610046244515,0.0,286.211543506321,1.0,1.0,-1.0,0.28131535672582697,0.37644531438127204,115.035327151418,8.4430861286819,79.234136804007,4.294,5706.0,64.6560826338828,478.746446086093,3819.6083272354,58371.815186562,-1.0,81917.0476362707,21.8802752744588,268.56523700010104,2.75928070768714,36532.7997755808,80.0,1.0,2.0,790.069113655663,11.0,661.152315655094,1.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
Reds,1.0,225.81198929971802,42676.3465962135,75.27066309990609,0.0,566.971843194334,0.0,-1.0,1.0,0.43333717854693504,0.933844270650297,598.95162563771,0.5921425973065201,52.752216532826395,2.185,9815.0,40.602371818386004,509.28513725159,6688.288706446519,63801.8909993035,1.0,279406.3996156143,22.567346703846002,107.443555713421,62.713180272840006,5750.94338659948,50.0,2.0,0.0,806.805083603965,8.0,583.502551516201,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
Greys,6.0,331.37159051509497,48765.8796779887,110.45719683836501,0.0,441.49119363719905,1.0,-1.0,-1.0,0.22557253367267502,0.269328523427248,974.7397771570829,4.162440882064399,39.525598869659,2.269,9731.0,22.936185658909398,479.457711160185,5373.827358692361,54767.278775416504,1.0,194914.47405919898,21.896522809802104,128.73202837050502,26.8561478238553,12321.2495302276,30.0,2.0,3.0,669.2547896420031,7.0,387.187460468234,3.0,1.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
Purples,2.0,561.481062413563,69333.8343361584,187.160354137854,0.0,370.451502165304,1.0,-1.0,-1.0,0.695708415238187,0.561791737098247,535.281887743622,1.82730480097234,18.1032273452729,5.2010000000000005,4799.0,14.8835820611566,462.43675379854596,4629.388529250129,53956.309227740305,1.0,137234.31545653,20.436377768097856,139.69947924374202,50.3204866340313,35226.1585151449,60.0,1.0,3.0,685.057650092755,9.0,463.638842915066,0.0,1.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Violets,4.0,348.470349409711,111015.579206419,116.15678313657,0.0,955.739098558658,0.0,1.0,1.0,0.369508868316188,0.7077497574500741,501.853038556874,5.66030606860295,6.07513580471277,6.4239999999999995,9576.0,32.049969979561894,979.9481179223981,11517.2872214314,112161.72183297599,1.0,913437.224513716,31.304123017941198,711.700206256646,22.5882610538974,13618.5550517728,70.0,0.0,1.0,1358.35999258792,11.0,761.665553203784,2.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
Purples,7.0,76.98753227376359,10297.5982436732,25.6625107579212,1.0,401.270099438524,1.0,1.0,1.0,0.381564470473677,0.92398198810406,682.4335553683339,9.805256766267119,21.4010891504586,5.313,4687.0,5.13041748199612,424.08274928630095,4860.86649295784,51896.5811192221,0.0,161017.692703403,20.5932695142442,125.478100976715,77.8439603047445,694.2269691583431,90.0,0.0,3.0,664.157342689853,13.0,484.711716776659,1.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Khakis,10.0,304.965686674177,17397.105673374,101.655228891392,1.0,171.13832572214199,1.0,-1.0,-1.0,0.608833965379745,0.40559444413520396,642.09062140435,4.73870904417709,86.83056579902771,8.82,7180.0,10.6096597388387,333.207484800369,2377.79822682216,32560.174833082798,1.0,29288.326530977996,18.2539717541243,522.239273319413,41.4589633466676,10445.4407898528,100.0,0.0,0.0,382.092406105087,12.088075880758808,130.183674425082,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Yellows,1.0,1039.43646749649,178473.081096753,346.47882249883105,0.0,515.105309495083,0.0,1.0,1.0,0.395123962080106,0.226533263921738,904.028744902462,5.06033334881067,93.3654105290771,9.49,4510.0,87.03466341830791,421.77925811729773,5776.296334251079,48396.811523773096,0.0,265333.479870025,17.6811091182122,232.08175166237004,26.440539164468603,120404.053262676,80.0,2.0,1.0,650.919807989982,13.0,636.0996387107231,2.0,1.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
Blues,3.0,1519.5286579138901,409521.626394662,506.50955263796305,0.0,808.517083758488,0.0,-1.0,-1.0,0.13784707989543699,0.8895011029671881,106.075671967119,2.46005877386779,88.9970890246332,4.802,9198.0,35.0628146203235,644.666066858917,9374.50297130272,84847.5523462985,-1.0,653699.87472933,25.3902750449639,487.839350701941,44.884131103753994,257068.436466147,90.0,2.0,0.0,1085.60500710737,13.0,849.1076771169901,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Greens,4.0,500.39906893794006,56372.2916740825,166.79968964598,1.0,337.964008168891,1.0,-1.0,1.0,0.518386047333479,0.102682455908507,499.320054426789,4.78573519736528,52.2335106506944,1.005,8995.0,31.5644215792418,503.758611618506,4387.1573049259205,61586.3100989616,1.0,114219.670817582,22.4445675302178,239.012626123276,32.238042657263605,27998.9361556413,90.0,2.0,1.9437340153452685,825.0103041128909,13.0,675.662305678694,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Browns,4.0,125.41964835493602,20235.5366404804,41.806549451645296,1.0,484.027907251361,1.0,-1.0,1.0,0.7983507427852601,0.0348077020607889,964.4807719159869,2.01669425005093,98.9420243306085,5.292999999999999,4707.0,82.39557063207029,431.250453059969,5702.77997863355,53473.4412309679,1.0,234283.01499813198,20.7665705656945,77.841879148879,2.18712508212775,1799.59412650451,70.0,2.0,3.0,670.113645498612,6.0,467.170894039007,0.0,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
Purples,9.0,174.387489318087,26088.5230778808,58.129163106029104,1.0,448.802660900083,1.0,-1.0,-1.0,0.640129292616621,0.38769388850778297,630.515324650332,8.493344057351349,98.1859133578837,4.987,5013.0,0.7615895476192241,505.965565455837,5499.9577399125,60569.538859975,0.0,201423.828430995,22.493678344277896,66.3968076637442,14.050962915644,3447.12876651336,80.52487698195735,1.0,4.0,771.176413874319,10.0,541.854277748116,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Pinks,2.0,70.6831858638684,17398.2138363965,23.561061954622804,0.0,738.430800356299,0.0,1.0,-1.0,0.7569116856902841,0.125519189285114,317.863040603697,8.19199103629217,22.111094300635198,4.1819999999999995,5818.0,15.4894928680733,670.973758931112,8726.255521425219,78448.94621237161,0.0,545280.046914844,25.9031611764107,295.050916838921,26.0147813474759,588.684702384197,100.0,0.0,2.0,943.322112895926,9.0,531.2052996445901,0.0,1.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
