Vote,Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,AVG_lottary_expanses,Most_Important_Issue,Avg_monthly_expense_on_pets_or_plants,Looking_at_poles_results,Avg_environmental_importance,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Yearly_IncomeK,Overall_happiness_score,Garden_sqr_meter_per_person_in_residancy_area,Avg_Residancy_Altitude,Yearly_ExpensesK,%Time_invested_in_work,Avg_government_satisfaction,Avg_Satisfaction_with_previous_vote,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_size_per_room,Weighted_education_rank,%_satisfaction_financial_policy,Avg_monthly_income_all_years,Last_school_grades,Age_group,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Main_transportation,Occupation,Avg_education_importance,Num_of_kids_born_last_10_years,Financial_agenda_matters
Purples,7.0,439.266708190626,52601.4872188617,Education,146.42223606354202,No,359.245211881852,Yes,Female,After_16:00,0.322580271167681,0.683430664474145,640.467763179913,9.99244857113808,93.8320197863504,4.552,5448.0,58.339567994698896,405.60496940532096,4403.662057629171,48882.4536356013,Yes,129057.122260037,20.139636774413802,176.98539826656798,62.40312082227321,21595.893449911102,100.0,45_and_up,3.0,625.4665475917591,12.0,Motorcycle_or_truck,Hightech,448.99510787756896,1.0,No
Browns,6.0,259.451595183404,45165.525958517195,Education,86.4838650611348,Yes,522.242223177584,No,Female,By_16:00,0.5268572757486251,0.596904356265441,91.35956550017,0.5317091150209311,43.383755045943005,4.515,5485.0,43.5425180243328,455.52821772592,6133.47866722768,55616.1695291259,Maybe,272736.939669465,21.3431070307469,72.2058664671422,73.1958127347752,7575.9427809737,100.0,45_and_up,,686.021233858769,9.0,Foot_or_bicycle,Public_Sector,447.643231175366,0.0,Yes
Purples,9.0,431.222888121192,62265.275452026,Education,143.740962707064,Yes,433.176975299095,Yes,Female,By_16:00,0.6941064910497521,0.18072272115387,315.704661188647,3.3182185376062994,8.17443835549057,0.231,9769.0,85.7830072753131,385.658247628182,5103.08624824732,51679.476772439004,Yes,187642.29192927302,19.638183409576897,157.550570773224,52.709571784362204,,100.0,Below_30,1.0,683.0798678322251,13.0,Motorcycle_or_truck,Hightech,585.3394948739029,0.0,No
Reds,2.0,527.53545404955,116206.110862502,Foreign_Affairs,175.84515134985,Yes,660.843418032643,No,Female,By_16:00,0.36006610654294496,0.8673049979843199,570.593803888187,2.21608903259039,15.145908622071099,3.237,8763.0,23.9369013346732,513.65016152153,7635.734503369491,66047.2427080116,Yes,436714.023157066,22.663851427361802,188.098016213324,44.706128258258104,31107.3624046015,40.0,Below_30,1.0,826.649741079908,9.0,Public_or_other,Student_or_Unemployed,596.560507814534,0.0,Yes
Greens,10.0,755.754705305606,74626.8389711076,Financial,251.91823510186902,Yes,296.234367237967,Yes,Female,After_16:00,0.870195157593116,0.7803118170704691,416.661676252261,6.931850877590481,33.9479483896866,5.746,4254.0,39.5950475009158,512.059195531682,3986.4620634430394,61027.3268305491,Maybe,87754.8003328788,22.6287250089722,255.296243842981,33.4909623721614,63724.71541194231,60.0,Below_30,0.0,817.142081071203,12.0,Car,Industry_or_other,653.3307367377851,1.0,No
Khakis,2.0,166.967503195781,15506.2708811172,Financial,55.6558343985938,No,278.60997950484403,Yes,Male,After_16:00,,0.8467164568137379,492.499141953886,6.1299229087308005,20.5072414595634,11.417,4583.0,,403.511275420897,3593.1223458902296,38696.5278920645,Yes,77623.5206796894,20.087590084947898,490.55387288203906,44.163236580789096,3163.22773700229,60.0,30-45,1.0,427.52671554256204,12.0,Public_or_other,Public_Sector,73.01113942654159,0.0,Yes
Whites,7.0,510.517038252828,95723.8513311045,Social,170.172346084276,No,562.511204280502,No,Male,After_16:00,0.9261160015594209,0.411065539345145,875.019543571398,9.51693633571267,76.7320459475741,4.235,5765.0,13.7373932637274,468.877473437879,6562.86698968078,58608.3676539461,No,316418.854941101,21.6535787674435,69.8472753135301,35.0057216361165,29138.799717910897,70.0,30-45,5.0,729.0121357862109,8.0,Foot_or_bicycle,Services_or_Retail,501.542578528139,0.0,Yes
Greens,6.0,792.155113866192,80824.3343728611,Financial,264.051704622064,Yes,306.092833176535,Yes,Male,By_16:00,0.258453811286017,0.9082277575507759,726.919501787052,3.13524291850626,23.797131725587,5.085,4915.0,21.8020322266966,510.71364717260695,4082.3556261105605,61019.46000186,No,93692.8225220381,22.598974471701304,245.620786273522,6.131517956964671,69997.3544184397,60.0,Below_30,2.0,815.4426541219209,11.0,Foot_or_bicycle,Hightech,650.382176697843,2.0,No
Khakis,6.0,475.746083972565,158236.442835476,Social,158.582027990855,No,997.82077982129,No,Female,By_16:00,0.906529521103948,0.473275050055236,87.30584266595541,0.789397526532412,34.422810282558196,7.132999999999999,8867.0,29.1864733910188,917.746909079142,11813.701616371201,112386.688786606,No,995646.308643168,30.2943379046175,794.297327614729,25.846536108292604,25316.841629683102,70.0,45_and_up,,1404.1017483992998,12.0,Car,Student_or_Unemployed,956.6949044918781,0.0,No
Purples,3.0,332.532640074505,38761.7015704257,Social,110.84421335816799,No,349.695310166313,Yes,Female,After_16:00,0.0771872324403375,0.501060638343915,880.1608402282001,5.75282812584192,26.0844425996765,0.9600000000000011,9040.0,80.2162639331073,457.216294049777,4411.385689762679,53954.9099926463,Maybe,122286.809952314,21.3826166324371,156.302544278356,23.243743809871397,12407.2838483493,,45_and_up,2.0,695.0030260057091,12.0,Car,Student_or_Unemployed,497.077660688557,1.0,No
Greys,10.0,167.56218274318599,38260.511380629505,Foreign_Affairs,55.8540609143954,Yes,685.008587634646,No,Male,After_16:00,0.31958424276672304,0.791835778160021,557.67523823306,2.9951425665058196,52.661454048939,3.0869999999999997,8913.0,33.0954266013578,511.998150812537,7874.082177971541,,No,469236.76513321296,22.6273761362765,186.267191617024,65.5488299904391,3185.53018154339,40.0,30-45,1.0,770.308455489998,8.0,Public_or_other,Student_or_Unemployed,482.018521990499,2.0,Yes
Turquoises,3.0,,33340.499693274396,Financial,275.03156632197005,No,121.224265778437,Yes,Male,After_16:00,0.891773754730821,0.5613660158123821,943.2123892474921,7.83086521551013,19.3783587310463,8.436,7564.0,3.10867780353874,84.6822436433858,1381.6071450711402,11378.3481222978,Maybe,14695.3226135212,9.20229556379199,683.8280717313289,49.113507452420905,75927.394039838,60.0,Below_30,0.0,143.618100478488,9.0,Car,Services_or_Retail,110.56330924319401,1.0,Yes
Purples,4.0,108.04547320908001,14404.518229869,Financial,36.0151577363601,No,399.957105153161,Yes,Female,After_16:00,0.769785763928667,0.38847422972321505,207.46401604265,4.06964789377525,59.95771817397329,0.14800000000000002,9852.0,21.4530113851652,339.675494914846,4678.9220413613,46158.7718973034,Yes,159965.685962497,18.4302874344066,191.31316513845502,94.55962800420821,1343.1067445112599,60.0,Below_30,1.0,610.604993254156,9.0,Motorcycle_or_truck,Student_or_Unemployed,529.802674630956,0.0,No
Turquoises,8.0,110.170425121316,19759.2360375958,Healthcare,36.7234750404386,Yes,538.054637145251,No,Male,By_16:00,0.793367368169129,0.0678655728697777,421.37090140022303,8.851540810428562,43.836660520173595,8.3,7700.0,31.3136407407001,840.429425636492,7061.405222725501,92236.1918474812,Yes,289502.792553508,28.9901608418527,391.39679305615095,6.59428059589118,1395.3370940861498,80.0,Below_30,3.0,1154.86388081112,11.0,Public_or_other,Student_or_Unemployed,689.343868047504,2.0,No
Purples,5.0,122.076479025453,12357.2157351729,Financial,40.6921596751509,No,303.675593377733,Yes,Male,After_16:00,0.798447675537318,0.6521791901905091,754.4202404096719,4.6467554429546,89.98901206068692,4.85,5150.0,44.3982370197773,387.63995086524,3812.03583550781,47266.001885715305,No,92218.8660133184,19.688574119657304,226.896971079345,86.6262992843986,1706.5440187031302,60.0,45_and_up,2.0,620.380922270287,10.0,Car,Public_Sector,482.274814307594,0.0,No
Yellows,9.0,843.597549353036,148328.28637104802,Healthcare,281.199183117679,No,527.48476978674,No,Male,After_16:00,0.18275434896349899,0.8971830541267991,95.77147802338001,4.60509800352156,91.9965290464461,9.283,4717.0,58.6818742100149,286.36488835040797,5847.57747456821,46928.2855732275,No,278240.18235697,16.922319236747903,265.034916878446,46.716138161718796,79364.1797691675,80.0,Below_30,,637.691081251004,13.0,Motorcycle_or_truck,Public_Sector,654.428409513926,1.0,Yes
Turquoises,2.0,747.683414407618,155117.42604813198,Education,249.227804802539,Yes,622.392137069255,No,Female,By_16:00,0.13394845277071002,0.308052704436705,66.3017935585231,2.31040057260543,44.215799123048804,10.734000000000002,5266.0,75.1245107734576,977.667579850999,8179.256530394549,111731.14817167199,No,387371.97228563396,31.267676278402902,700.2983557598719,30.5800247937441,62373.7264914951,100.0,30-45,4.0,1440.77211064707,16.0,Public_or_other,Hightech,997.264150148481,0.0,No
Browns,9.0,255.12516225162997,45740.6407974733,Financial,85.0417207505432,No,537.861186177622,No,Male,After_16:00,0.259232610696927,0.608124270103872,620.60444499366,5.49739192705601,27.961039193905897,6.712999999999999,3287.0,1.77374603226781,475.875222086961,6330.362305950141,58737.251065193,Yes,289294.655596399,21.8145644487109,44.905752081143106,88.97242017555979,7327.135988963921,60.0,Below_30,1.0,732.586712696388,5.0,Motorcycle_or_truck,Hightech,501.025788400722,0.0,Yes
Reds,8.0,918.606266916208,126771.19840964301,Foreign_Affairs,306.202088972069,Yes,414.011540010121,Yes,Female,By_16:00,0.32442428474314505,0.7028286613058299,431.453582830727,7.62499085860327,85.4503814829513,4.211,7789.0,90.91859839390959,510.871787510583,5161.858975122371,61372.340902013704,Maybe,171405.55526155198,22.6024730397048,121.683479115603,45.9980306681246,94075.9213798312,40.0,45_and_up,3.0,793.8901479995579,7.0,Public_or_other,Public_Sector,585.408770478043,0.0,No
Blues,9.0,1393.47497701241,87067.916486698,Financial,464.491659004137,No,187.447750242427,Yes,Female,After_16:00,0.8855977787170559,0.7196578972507272,627.591744298115,3.26209751656279,16.4809148060158,5.395,,8.83253014180809,249.068655073643,,44145.3085786197,No,35136.6590709473,15.781909107381198,576.589147555447,1.05714960955083,216226.992943419,60.0,45_and_up,2.0,700.150138908066,12.0,Foot_or_bicycle,Student_or_Unemployed,914.4871486350889,2.0,Yes
Blues,8.0,1133.4488298828098,201120.394993562,Education,377.816276627602,Yes,532.3232677765191,No,Female,By_16:00,0.47674328670837,,102.301341015846,5.6341998372227,65.1843051658943,7.046,6954.0,33.615631074644604,721.210161456838,6765.653000678871,77596.1008435115,Maybe,283368.061416272,,225.339557631888,89.43205473478879,143132.955161372,100.0,45_and_up,3.0,938.1865237141029,14.0,Car,Student_or_Unemployed,471.73010325059306,0.0,Yes
Yellows,6.0,84.68347106308579,14976.8933888491,Healthcare,28.227823687695302,Yes,,No,Female,After_16:00,0.402895368169993,0.545184156857431,978.691485244781,9.63263540994376,21.4384427061304,6.8660000000000005,7134.0,50.3882558317855,579.676689139524,6465.073562218559,70502.7582605837,Maybe,281506.666702631,24.076475845512,178.615076987635,90.6133670825511,835.0378538313049,80.0,30-45,0.0,903.2205441676759,10.0,Motorcycle_or_truck,Hightech,656.908644205418,0.0,No
Blues,10.0,1699.9597827049201,454626.131079143,Financial,566.653260901641,Yes,802.300387993455,No,Female,By_16:00,0.6971581752877679,0.413880941458046,851.585247088224,7.76784422807395,80.7111009722576,4.1530000000000005,9847.0,85.1716914679855,54.506814805790796,8132.017509546129,22150.267294142403,Maybe,643685.9125744479,7.38287307257756,626.0627184624491,46.965777943842106,321672.571351365,60.0,Below_30,1.0,219.516944163479,12.0,Car,Services_or_Retail,180.46154407784303,0.0,No
Yellows,6.0,1055.6357553394,223383.068728689,Financial,351.87858511313203,No,634.829961751919,No,Male,By_16:00,,0.668855456635356,916.0092240199451,2.5367937120609,34.8907073028386,4.178999999999999,9821.0,60.8302717795596,550.129236056743,7448.558089632679,69250.4713755804,No,403009.080337944,23.4548339592661,192.667767936869,15.517525584437001,124180.417246333,60.0,45_and_up,0.0,872.6867682188341,8.0,Foot_or_bicycle,Public_Sector,628.1749191851451,0.0,Yes
Pinks,6.0,780.739421638682,184042.759889895,Healthcare,260.246473879561,No,707.1863727731751,No,Female,By_16:00,0.45339250704273604,0.475218011764809,599.166520638391,1.4383371942676597,5.454782862216231,1.006,8994.0,53.3679317682981,659.896047640545,8391.655823012841,76477.72299521731,Yes,500112.56583608,25.6884419076079,261.808521950385,28.2151531195268,67998.4736406244,80.0,45_and_up,1.0,918.187489867498,,Motorcycle_or_truck,Industry_or_other,507.12481942738,1.0,Yes
Oranges,3.0,295.215405951509,38302.0683845545,Military,98.4051353171698,Yes,389.22834932448404,Yes,Female,By_16:00,0.8634994521271441,0.8970032855868341,73.9775914698839,6.53404604410753,76.1376261245459,4.974,7026.0,89.745446597226,571.976141820051,5036.23577688494,57777.33859956139,No,151498.707917863,23.9160227006927,296.203728881124,86.47084804251791,9791.97579210767,30.0,45_and_up,3.0,671.1440868192141,5.0,Car,Student_or_Unemployed,234.885448497439,1.0,No
Khakis,4.0,93.3412430888158,6599.77962244772,Financial,31.113747696271897,Yes,212.11779715108102,Yes,Male,After_16:00,0.290610369294882,0.784706433536485,136.79245649837,7.579619262833151,36.7305002175272,6.327000000000001,9673.0,7.63700823299587,336.376478080638,2793.93092767208,33137.3750619814,No,44993.9598682271,18.3405691863867,508.595960941437,21.855501853860897,1009.17904340354,60.0,30-45,2.0,380.934398334683,9.0,Public_or_other,Services_or_Retail,113.96757669400101,0.0,Yes
Greens,5.0,70.4371694184041,5592.8706947125,Education,23.4790564728013,Yes,238.206790855987,Yes,Female,By_16:00,0.603967234026641,0.0954434105660766,976.066587259993,7.27562225423753,40.5674514360726,0.24600000000000002,9754.0,46.1170826340094,511.709663680801,3405.4872359214696,59328.7471748292,Maybe,56742.475209908,22.621000501321802,289.734519646539,37.1342299040407,584.745149325796,100.0,30-45,2.0,796.1519554377401,12.0,Motorcycle_or_truck,Student_or_Unemployed,623.585158078841,2.0,Yes
Turquoises,10.0,426.860921025977,19873.897448961,Environment,142.286973675326,No,139.67474980745502,Yes,Female,After_16:00,0.349078511353582,0.132721078582108,477.64663095585996,1.5197468083351897,47.924483846872995,12.922,3078.0,19.5718105649576,72.09233551046341,1540.93216909547,10897.3876233866,Yes,19509.0357337751,8.490720553078129,676.377850162021,39.2809305805713,20397.869851358202,90.0,Below_30,0.0,138.75340380587699,11.0,Motorcycle_or_truck,Industry_or_other,119.805653731428,0.0,No
Oranges,10.0,270.26411078664603,42335.3030714102,Military,90.088036928882,No,469.93257389802903,Yes,Female,By_16:00,0.5639624646864829,0.0579656318295747,767.196032218635,2.1628840547055,75.6788231432438,2.0780000000000003,9922.0,23.5200284281746,379.033152890395,5457.39204476108,54238.3026095866,Yes,220836.62401042602,19.468773790108,229.30657472621002,61.916528060101,8215.9424346285,30.0,30-45,,734.3578041669949,9.0,Motorcycle_or_truck,Student_or_Unemployed,,0.0,Yes
Purples,6.0,224.348947205789,32795.5924848308,Education,,No,438.543521954864,Yes,Male,After_16:00,0.5377706869039679,0.941127919591963,840.544239850715,9.92404873482883,93.14204705879091,5.483,4517.0,94.5643252693117,431.204367425893,5247.84395440042,54797.4012419375,Maybe,192320.42064857602,20.765460924956397,109.240903238506,89.5151512231678,5677.277439329239,100.0,45_and_up,1.0,711.195064936036,12.0,Foot_or_bicycle,Public_Sector,558.5135641144931,1.0,No
Oranges,9.0,668.271429449953,77482.5399079314,Other,222.75714314998402,Yes,347.834142655356,Yes,Male,After_16:00,0.789690078236163,0.48728719027712897,590.7342610880729,9.21503024408594,36.4291275385767,5.175,6825.0,71.8797935172915,615.5764487205851,4709.49432399473,70416.913833572,Yes,120988.59079678699,24.8108131410598,251.403356918101,60.1915558800101,49853.501967492695,50.0,Below_30,3.0,920.4895553050211,11.0,Public_or_other,Student_or_Unemployed,663.374674381918,0.0,Yes
Greys,7.0,191.89705034506,43627.540915107595,Military,63.9656834483535,No,682.046037237027,No,Female,After_16:00,0.0838511460460722,0.7782633909955621,402.62113604694605,2.6083113928325496,15.4652816941962,5.685,6315.0,18.2069188216701,515.11775983027,7850.69589203081,63568.4266123498,No,465186.79691073205,22.696205846578604,185.45264994509603,76.8207053188235,4165.57434246331,30.0,30-45,4.0,,5.0,Foot_or_bicycle,Hightech,468.009704039077,0.0,No
Khakis,1.0,337.420049945551,31308.1070782957,Education,112.47334998184999,Yes,278.360225629874,Yes,Male,By_16:00,0.7208887804299592,0.761461472837254,995.6871764734391,,84.3476263806224,8.16,7840.0,4.8504923703149005,406.325901625678,3596.2540595501,,No,77484.4152127146,20.1575271704065,273.000306255846,81.9276419468224,12772.727806121598,100.0,45_and_up,2.0,579.0503821760881,12.0,Public_or_other,Industry_or_other,371.042096299981,0.0,Yes
Blues,2.0,1350.85850238909,308113.361477415,Healthcare,450.286167463031,Yes,684.2612181790171,No,Female,By_16:00,0.0809978942852467,0.206513246987015,941.241861088201,3.09458907460794,33.131595328450196,6.345,7655.0,60.56994071695949,821.491330163553,8485.59484211728,96832.35272555609,Maybe,468213.414703833,28.6616700518925,507.64748763422205,54.930120799690506,203217.918776008,80.0,45_and_up,3.0,1231.25974512659,14.0,Car,Services_or_Retail,846.982852322981,0.0,Yes
Purples,1.0,324.75946798344,43408.114476934,Social,108.25315599448,No,400.987057404104,Yes,Male,After_16:00,0.43850575736723796,0.614957468351349,927.905404241756,9.06554199522361,85.2757246000692,2.833,7167.0,16.726729623042,399.385086227101,4808.64074649525,50175.7438523346,Maybe,160790.62020560302,19.984621243023398,141.21922362221702,99.60040487349029,11836.9989387597,70.0,Below_30,2.0,647.548695916469,13.0,Foot_or_bicycle,Public_Sector,496.00682514333505,2.0,Yes
Purples,10.0,100.299089507413,15349.054598815,Environment,33.4330298358045,Yes,459.098522455098,Yes,Female,By_16:00,0.0211764667183161,0.5101197222247721,699.981939978898,9.8088418180123,39.670859556645205,1.685,8315.0,93.13239427283409,397.019279627184,5385.02378380535,51262.666495748796,Yes,210771.453320454,19.925342647673197,111.134661344716,0.286679225973785,1161.2005138376,90.0,30-45,4.0,657.497839645572,13.0,Motorcycle_or_truck,Industry_or_other,508.54127147119203,0.0,Yes
Khakis,7.0,349.866095001557,3128.1866192198804,Education,,Yes,26.8232903723291,Yes,Female,By_16:00,0.38619221677072296,0.0792049190495163,683.212833013386,7.220931588672099,41.7089478112757,7.129,8871.0,79.5146900694817,59.6372878644615,387.507479452214,6020.3573966475205,Maybe,719.488906398282,7.7225182333524796,796.56179151184,37.3021516948938,13727.320301849199,100.0,30-45,2.0,73.6032453144005,13.0,Car,Industry_or_other,34.4947143983043,1.0,Yes
Khakis,10.0,113.055652620826,397.94094821996805,Education,37.6852175402755,No,10.559603319117802,Yes,Male,After_16:00,0.23758801445365,0.375616680597886,152.186396531761,1.64062511408702,87.06968564074492,6.17,9830.0,56.534347566776,326.056071207859,757.708175606895,31412.8893236813,No,111.505222257123,18.057022766997303,588.267831562382,84.0383157134056,1467.8608385981602,100.0,45_and_up,5.0,406.43882378045504,16.0,Foot_or_bicycle,Services_or_Retail,223.86479872293998,0.0,No
Purples,1.0,93.5900108219213,9413.95041241212,Environment,31.196670273973798,Yes,301.761384459861,Yes,Male,By_16:00,0.207946740090847,0.307837097439915,987.0136547833681,7.833851384930309,44.1610264126211,6.031000000000001,3969.0,10.104811913333801,450.841140734396,3919.2961260674,49590.643311566,Maybe,91059.93315113221,21.2330200568453,244.864921028029,25.8320231223479,1014.4289064570099,90.0,30-45,2.0,618.3985676503489,11.0,Car,Public_Sector,364.930805086812,0.0,No
Khakis,9.0,103.347597026912,426.981260424532,Financial,34.4491990089706,No,12.394519254666701,Yes,Female,By_16:00,0.8519239029847091,0.9887938594911251,691.0094141494479,4.22048279782757,32.397415628656695,12.642999999999999,3357.0,5.41331190615892,433.33135463763,990.607901821928,42442.4135888033,Maybe,153.624107554304,20.8166124678736,521.029373849077,78.35195360239601,1231.1965113686301,60.0,30-45,3.0,555.698505674629,9.0,Motorcycle_or_truck,Student_or_Unemployed,328.92166915059,0.0,Yes
Khakis,9.0,343.39249102895803,31623.9117898643,Environment,114.464163676319,No,276.277839056162,Yes,Female,After_16:00,0.316632281057537,0.11766249639913401,213.112051133066,4.616472094785419,76.0511301457882,11.632,4368.0,68.5672695981339,466.933204676025,,48176.6194372584,Yes,76329.4443535425,21.608637270221895,325.198098330089,66.1569826072082,13226.5089297955,90.0,Below_30,2.0,581.02505505364,12.0,Foot_or_bicycle,Hightech,266.314773879203,1.0,Yes
Khakis,9.0,455.97987834939397,108698.905241085,Financial,151.993292783131,No,715.1559338620309,No,Male,By_16:00,,0.29781111399643106,,4.89753899164498,,,6628.0,13.905728771351301,521.501996205188,8194.56333103068,75641.2776577998,No,511448.009738073,22.8364181999977,495.86540115683096,97.60148753412071,23263.9543438418,60.0,Below_30,1.0,1013.98623966066,8.0,Car,Services_or_Retail,946.237699379574,0.0,Yes
Purples,9.0,677.483354362833,108952.570474467,Healthcare,225.827784787611,Yes,482.45866015528605,Yes,Female,After_16:00,,0.0128756738267839,609.706747811288,3.8413263508118702,0.5090407794341439,2.6489999999999996,7351.0,82.0204776246101,459.47241192723396,5743.531425407329,57712.074010300195,No,232766.358758834,21.435307600480897,70.11148411525289,37.340762559324496,51234.0161668672,80.0,30-45,5.0,738.9989461735511,10.0,Car,Hightech,554.455818847023,0.0,Yes
Browns,3.0,195.777695157166,31867.697986674702,Social,65.2592317190553,Yes,488.324749575155,Yes,Female,After_16:00,0.390569707844406,0.430717727635056,966.157597489655,5.26159934932366,18.5067328624427,2.968,7032.0,59.507970069535105,449.52874193088303,5782.30497961332,54373.370937429296,Maybe,238461.061047638,21.202092866763998,79.613963083706,86.06215436011551,4334.0265562804,70.0,30-45,4.0,673.181187047071,7.0,Motorcycle_or_truck,Public_Sector,439.54568870352205,2.0,No
Purples,6.0,143.77025532823998,21051.2051247503,Healthcare,47.9234184427466,No,439.267602537574,Yes,Female,By_16:00,0.809082308318466,0.658082885434851,702.7641425374901,2.18602890148759,2.40604875143617,3.897,6103.0,43.781790230423205,424.146755021979,5240.9695354197,52393.911331177995,Yes,192956.02663910898,20.594823500627,99.62404475304459,21.351584000513,2354.57745368133,80.0,30-45,1.0,664.6723546926889,10.0,Foot_or_bicycle,Services_or_Retail,478.0270298383,3.0,No
Purples,4.0,962.6557464309531,142270.889640054,Environment,320.885248810318,No,443.36999026139097,Yes,Male,By_16:00,0.342116243438795,0.33178579993546004,878.502414794639,5.357665007468309,10.3069514269009,6.157,3843.0,55.3306195652112,364.46596922002294,5162.63184105395,47451.433851829,Maybe,196576.948264386,19.090991834371103,150.400723046014,80.3054028190672,103298.22815287,90.0,30-45,1.0,606.201294797714,14.0,Public_or_other,Student_or_Unemployed,467.689846947109,0.0,Yes
Khakis,3.0,164.09414712865401,6907.359198491011,Environment,54.6980490428848,Yes,126.281637450642,Yes,Female,After_16:00,0.297328903572634,0.7813077429309491,511.92923448979894,8.890282786451278,96.7140890425071,6.306,9694.0,13.839881378225998,291.380267823115,1845.57691015265,25664.097078836898,Maybe,15947.0519572154,17.069864317653902,651.362723019218,,3056.5746181407203,90.0,Below_30,2.0,279.36796601036303,11.0,Foot_or_bicycle,Industry_or_other,8.99512244899054,1.0,Yes
Purples,9.0,,81138.2557342834,Financial,163.909164913815,No,495.019639548201,Yes,Female,By_16:00,0.45791080850176497,0.7802485174033791,6.19529816322029,1.91024510888383,72.1829862799495,3.252,6748.0,87.44507748633622,464.20471804974096,5878.605831581489,56698.2419622976,No,245044.44353843102,21.545410602950696,39.2719846581534,70.340785337612,27040.1235076581,60.0,45_and_up,2.0,709.6020938082598,12.0,Public_or_other,Public_Sector,484.631767217345,6.0,No
Browns,1.0,690.605406386953,69967.8742232411,Education,230.20180212898399,No,303.941470380138,Yes,Female,After_16:00,0.463470563525334,0.467094449326396,767.4370096065101,7.8065220685675705,6.6802756395191,1.982,8018.0,35.3934930171818,405.75237690338304,3850.91945760815,46981.251093690196,Maybe,92380.4174168405,20.1432960784322,236.699828728732,16.0523315425962,53233.071505561,100.0,Below_30,1.0,,9.0,Motorcycle_or_truck,Hightech,406.69808456335505,5.0,No
Reds,2.0,834.066964428586,116775.457398111,Other,278.022321476195,Yes,,Yes,Female,By_16:00,0.7545296344906091,0.588493530871347,914.393588900566,0.45493531739339205,14.245299506001198,6.141,5859.0,70.6918326439336,473.56756744370995,5147.353907900901,57155.482631337996,Yes,176418.37741174898,,88.570624018639,55.5594587931409,77584.4335604891,50.0,45_and_up,0.0,731.902244553784,7.0,Car,Student_or_Unemployed,527.37849224862,0.0,No
Reds,8.0,606.853601737184,96071.27531731631,Other,202.28453391239498,Yes,474.931392228547,Yes,Male,By_16:00,0.8068248054478321,0.514900396810845,236.16467090323601,4.885368742980059,96.56785798724741,3.1660000000000004,8834.0,20.245660096406898,500.430749042454,5750.1754203703795,62807.9019803646,Yes,225559.82732414603,22.3703095428395,141.35473457652202,44.5978990057483,41131.3171940671,50.0,30-45,1.0,817.437517471563,9.0,Motorcycle_or_truck,Industry_or_other,639.113408221,0.0,Yes
Khakis,10.0,156.034189633074,43749.9639489546,Healthcare,52.0113965443581,No,841.1611080591209,No,Female,After_16:00,0.762536148540676,0.827308349544182,323.652188293636,2.83585269004107,54.9970394000411,10.642000000000001,5358.0,63.0799650913104,790.752858389169,9993.116797369541,98858.0478772954,Maybe,707552.009711248,28.120328205573397,618.390736896117,22.595559782348598,2767.1967670388203,80.0,30-45,1.0,1258.79543051175,11.0,Foot_or_bicycle,Public_Sector,926.003494311165,1.0,Yes
Blues,5.0,1873.5564795100101,66611.7691451279,Healthcare,624.518826503337,Yes,106.66094650514401,Yes,Female,After_16:00,0.225306200329214,0.41062293597496996,492.299237288535,9.58369113039225,22.5982222473249,8.449,5551.0,66.4685028372332,845.480181509629,2757.5698280707,91582.36331911759,Maybe,11376.5575093732,29.077141907512697,,42.3350007040426,390658.283483609,80.0,Below_30,2.0,1252.70070817787,12.0,Motorcycle_or_truck,Hightech,962.2049003373829,0.0,No
Browns,8.0,203.79792956288503,32362.424306407403,Social,67.9326431876283,No,476.389888393172,Yes,Female,By_16:00,0.315283054485917,0.6656025790143759,722.958774771541,0.546831842511892,64.94207505602391,2.9930000000000003,7007.0,75.7305813487619,488.113732869105,5740.126349669929,57780.9671588851,No,226947.325763259,22.093296106944,46.03145585388221,39.3818652955815,4692.77665364525,70.0,45_and_up,4.0,718.098749001355,6.0,Motorcycle_or_truck,Hightech,462.314801159686,0.0,No
Greens,9.0,228.11897670585,21103.3234720171,Healthcare,76.0396589019499,No,277.530485759135,Yes,Male,By_16:00,0.7216615858487779,0.0435320609249175,590.318128000945,4.31769653689116,13.592852489091499,5.982,4018.0,58.6972814518958,496.214019331622,3767.73289625459,58899.786084643,No,77023.1705257014,22.2758618089542,257.578244981143,37.7108516637236,5868.069384826839,80.0,45_and_up,3.0,789.2292807615021,10.0,Car,Public_Sector,629.767229574256,1.0,Yes
Purples,2.0,431.927197120283,58776.3843123128,Financial,143.975732373428,Yes,408.238133909021,Yes,Male,After_16:00,0.4972181213088329,0.235395780298859,93.26264006085691,7.85845257109031,4.460058384574951,2.084,7916.0,95.9491150919348,385.853040169051,4854.08741942831,50813.953634255595,Yes,166658.37397752,19.6431423191161,160.422092304708,78.4672780660912,20882.9872448383,60.0,Below_30,0.0,670.823335288226,8.0,Car,Student_or_Unemployed,565.463571490357,0.0,No
